45 62 1
47 62 2
45 57 3
50 60 4
49 60 5
47 55 6
43 55 7
45 59 8
48 60 9
54 73 10
55 71 11
47 57 12
43 56 13
45 55 14
49 62 15
44 56 16
47 59 17
48 55 18
45 61 19
42 57 20
43 57 21
50 57 22
45 60 23
50 62 24
51 60 25
51 57 26
48 59 27
45 56 28
43 60 29
57 67 30
57 64 31
55 67 32
48 62 33
54 64 34
52 65 35
52 66 36
48 61 37
54 66 38
50 59 39
57 69 40
44 57 41
43 59 42
